,0,1,2,3
0,23.553623470958314,10.315659325415766,70.5,36.0
1,23.138825199263273,9.45777285615061,70.4996546488793,35.3418661266318
2,22.72402693273681,8.599886381079779,70.50032591590694,34.683311162753625
3,22.30922864333153,7.741999931707418,70.50005544268255,34.02514627442508
4,21.89443045701886,6.884113366537767,70.49862707492817,33.36746099429446
5,21.479631826074915,6.0262273007930585,70.50296184178242,32.707388582579405
6,21.064835018984503,5.168339186434101,70.50136987261399,32.04977106732487
7,20.650031013006522,4.310459158110821,70.48113717735195,31.399874674174185
8,20.23525457634573,3.4525481629912984,70.53745015396068,30.718272516126415
9,19.820375190383384,2.5947528040344947,70.52731641212884,30.06419306421694
10,19.405871713408605,1.7365352112962924,70.09982602933238,29.582987512476674
11,18.990024230394667,0.8798272519294474,69.61785672755785,29.12435297710805
12,18.578883150395356,0.017832900357016613,69.1585769353634,28.656298766412586
13,18.15161295605071,-0.8260446804899426,68.69096102191573,28.19178136927552
14,17.778336459623574,-1.7305698223159836,68.22628613420511,27.72573400542001
15,17.215253158597292,-2.421915228167326,67.76017912780942,27.261385327476766
16,16.249119989465584,-2.661203373314702,67.29621013231404,26.79240318326145
17,15.80534031177492,-3.4849141010032816,66.82610791869409,26.338076354547283
18,14.989459949162343,-3.8928960745235623,66.37453820957106,25.83904973250488
19,14.0917852551061,-4.251651249726109,65.8686202878067,25.47122025031308
20,13.214106966127321,-4.11881207534236,65.18706835903419,25.527411318685726
21,12.337725236169142,-4.038788552406525,64.65749084357664,25.216703906246156
22,11.43589134123245,-4.384940224835633,64.2272555752905,24.666162352666017
23,10.542466388891901,-4.707023374300773,63.66953487088175,24.42339898130578
24,9.604752634722619,-4.976706069822429,62.977799220453605,24.50417475284893
25,9.136764590397643,-5.775110194331962,62.29009569059376,24.57521364548552
26,8.345751290725458,-6.2106220651602,61.745069209511094,24.30181352696063
27,7.549852598469457,-6.640704018754039,61.31172094561492,23.758757280100472
28,7.089429793870313,-7.447377212515622,60.784980857879816,23.44130169801403
29,6.124335017962444,-7.6875303041112755,60.107480353683485,23.487721989214926
30,5.562856573177068,-8.38076168402355,59.43758670284194,23.515011668972438
31,5.248755786114773,-9.351685644107846,58.78767592318321,23.49654874166615
32,4.480595579105635,-9.812907210615117,58.12830678822271,23.499625454806246
33,3.5767421092008935,-10.121806883355518,57.466884985793726,23.496582205869
34,2.6504095042128375,-10.405472700621395,56.813770572234496,23.506222444261503
35,2.040091902674207,-11.04387979244269,56.157695051616415,23.511872310572564
36,1.7366123442015866,-12.026726601423093,55.46870222533376,23.438076401919464
37,1.0037313263135335,-12.527550660647357,54.869446524758054,23.580378861388258
38,0.09365180981035649,-12.829461312180095,54.42612818276053,24.099365459920413
39,-0.8286326494517338,-13.117671358043284,53.943094225092786,24.522432646465255
40,-1.4788740740233908,-13.711262135067697,53.28887540286665,24.532229058862313
41,-1.7784320161426528,-14.698511137532277,52.61538027339299,24.495491854581644
42,-2.4733306442567633,-15.241972163988452,51.95755481538375,24.49658081460937
43,-3.38952265045788,-15.537021266674898,51.27587711650007,24.44008627194148
44,-4.30650456299345,-15.831183663766383,50.72828546553494,24.707304261169483
45,-4.996121826444381,-16.380573260153778,50.30208060879369,25.26757592364273
46,-5.295529383652506,-17.367991089454243,49.751400205979536,25.527336262903617
47,-5.950868303336497,-17.955859658211264,49.073965873131044,25.481086246033108
48,-6.873022540488177,-18.244215953387613,48.58269687729964,25.884281336217906
49,-7.789118857524055,-18.53937315070565,48.14185216496478,26.409199181867557
50,-8.458411328957462,-19.111570564259168,47.55346011238608,26.57797320439727
51,-9.032190448534589,-19.791020578514654,46.85109205051555,26.471425083701277
52,-9.96342435894632,-20.06912631348503,46.17839716058951,26.43649899139138
53,-10.86212232696299,-20.383366496434355,45.669314846472496,26.797349010646197
54,-11.761564883324489,-20.701493899937454,45.21764961207009,27.29390096519638
55,-12.66116649692547,-21.00652042231944,44.74427651921062,27.748267874426542
56,-13.55454038824956,-21.206397234718736,44.293540149435515,28.222152007751873
57,-14.414434207261843,-20.826463233210788,43.78354442762276,28.668526584360603
58,-15.319951431944322,-21.236617405834043,43.467975525212914,29.196283444623965
59,-16.191461327564955,-21.057891773158875,43.52447487756019,29.877926858837956
60,-17.04563102955854,-20.57828257128634,43.160154104745615,30.38527871160151
61,-17.904535275310714,-20.182715446913843,42.62180263043314,30.82056994094167
62,-18.762447638648943,-19.762605959043583,42.422064535134076,31.39610968199466
63,-19.61919305304519,-19.348309541600504,42.517555345474044,32.09394146117536
64,-20.48130250201665,-18.936855282840856,42.56807252089079,32.773143292246466
