,0,1,2,3
65,-21.32489355049828,-18.50941682534683,42.25218771182784,33.300576255294516
66,-22.229693451030883,-18.136449468722812,41.707234666939314,33.73312628712381
67,-22.927469562583642,-17.57882177497145,41.43827965203126,34.27999837419682
68,-23.20727089084521,-16.64986198445945,41.496924597354074,34.96256683148358
69,-23.523917663711597,-15.753516787916164,41.495665782927944,35.620322335795535
70,-23.871027635458944,-14.851981719293658,41.5327730090348,36.293969569258
71,-23.798802593744867,-13.974117731125036,41.52096656958478,36.947356102985545
72,-23.32071031369509,-13.119961035775283,41.09519900850685,37.42927432873017
73,-22.850216603202806,-12.265250107062055,40.57755750644961,37.8731371015636
74,-22.756346664811893,-11.388897742379399,40.438336051301484,38.47374671183139
75,-23.13096567279765,-10.485325951984484,40.51223182395136,39.16263205867852
76,-22.756705219595474,-9.625660535033521,40.5063035290855,39.8184532204476
77,-22.325370493313144,-8.765755310765083,40.49545481571793,40.47223803542975
78,-21.905469616592846,-7.9216250233762295,40.50077737330705,41.13271703124379
79,-21.54132216765755,-7.004102219906287,40.50052663354606,41.79088701401827
80,-20.725241996844957,-6.597333486648949,40.49964635626457,42.44882095969665
81,-19.901480320871006,-6.198550561897845,40.50006482977766,43.10723948783576
82,-19.562361046455123,-5.25568094819431,40.500120668760786,43.76548912498478
83,-19.066972045408235,-4.488267910603693,40.49969831152522,44.42388591015255
84,-18.105186575334066,-4.244398321419457,40.50018394057178,45.081983888685095
85,-17.58431463039961,-3.505584763421764,40.501145297629144,45.739862892776586
86,-16.86741238755398,-2.986823700837431,40.49632543398339,46.40013330439966
87,-15.989278360581041,-2.6490527832958772,40.50169692582859,47.056185397059735
88,-15.61844157739625,-1.7418175372303801,40.51647003367418,47.708339201434185
89,-15.178866122282365,-0.9117445876493302,40.451712074292146,48.393456949064635
90,-14.244685710480573,-0.6368882918841545,40.51274788822254,49.026435607198415
91,-13.597752546146431,-0.039583841606184035,40.98475809446579,49.48919747065713
92,-13.242004952233213,0.8845897104117533,41.47681880843788,49.94373004027197
93,-12.7976301078901,1.7092751260659722,41.48303872539278,50.59846081310857
94,-12.43501490954007,2.6257394784606807,41.63044659033711,51.19816929039279
95,-11.838105760610244,3.2791981706808597,42.1566684822238,51.63235969952785
96,-10.888878249375583,3.5371634101643683,42.599143789028666,52.124391640075146
97,-10.408737496197224,4.321699959649979,43.0899974436329,52.535171022455174
98,-10.062440971174762,5.256482768160654,43.74890540212999,52.53176771213449
99,-9.2230661893454,5.637762713584683,44.42966561451729,52.485375214244435
100,-8.422846306533778,6.06299582143466,45.07712601723,52.499535507037834
101,-8.066252638156715,6.986219616239825,45.72940030118011,52.4862108240772
102,-7.631604757316367,7.82182399267068,46.41762518720505,52.55086161207465
103,-7.236709836774571,8.702052882629907,47.04424363958751,52.47712534932709
104,-6.780177354945279,9.51309079493939,47.50319258160714,51.99573917102679
105,-5.833287330058126,9.773679969605535,47.96412604240052,51.51930095766707
106,-5.22369593416088,10.412902260382058,48.58591972385822,51.43127363755656
107,-4.843791164487085,11.30995827931972,49.29517980410592,51.554308425453875
108,-4.470845826356017,12.214826578012904,49.94218087582193,51.52709670779346
109,-3.8171498864608884,12.804539503817185,50.42093541437301,51.09369336455218
110,-2.886877242103463,13.083782447071117,50.88044093793773,50.61381584630786
111,-2.4555552325587797,13.923120265952198,51.3481859891913,50.15383157319997
112,-2.0793133807332533,14.824288077326589,51.812874239760085,49.686467060878485
113,-1.1954144585648354,15.155587641179558,52.278598814554044,49.22160461573989
114,-0.4557188468370653,15.648762016454134,52.743993731448754,48.75594625540095
115,-0.09084385410547491,16.562689609595076,53.209488433831496,48.29052881383938
116,0.30515433067194925,17.441680155481095,53.6749537750995,47.82504048386018
117,0.8307176865271965,18.1752274063611,54.14042892893757,47.35957584473902
118,1.800555296589758,18.410058470969368,54.60589660219215,46.89409314557209
119,2.2705438516785503,19.20598207100555,55.07137873720888,46.428645360266216
120,3.0512756532761616,19.653103603700902,55.53683108181096,45.96312565451955
121,3.9510671211606425,19.96672765748892,56.0023185196416,45.49769067132463
122,4.853683315041167,20.27583792043594,56.46791149002871,45.032510466258394
123,5.75321801031308,20.590510585414993,56.93242183805375,44.56471657960261
124,6.655150063116818,20.93885252029855,57.40285531154583,44.111222382781115
125,7.5316337057833955,20.84584276622474,57.84647474102685,43.592993357246016
126,8.40592950476778,20.715363381877683,58.462041482570186,43.489881864505335
127,9.30915917382989,21.085917698637875,59.10439404851356,43.451437072310576
128,10.166365355383405,20.659336850770515,59.54697919025293,42.930711055282195
129,11.066408422139883,20.97470949414798,60.0239359035954,42.492965352578075
130,11.949474123968573,20.99602701756158,60.69686145863503,42.52833028530182
131,12.802275508832821,20.49315123742057,61.261180762997725,42.301496534682784
132,13.661534754747578,20.10213545208784,61.70210877888187,41.77676986194017
133,14.51906031941596,19.68106864355281,62.17867913275171,41.33809140495732
134,15.377036246541328,19.2678743689881,62.62828174716642,40.83430706563528
135,16.234909655954265,18.852687222984766,63.13591921650195,40.470631260153475
136,17.092773879411528,18.437958258107887,63.81721230095892,40.52619719588003
137,17.950728849262575,18.02320112023963,64.34722605684017,40.21654252485249
138,18.808473267954795,17.608280814701423,64.77027483505722,39.64865155404911
139,19.666491692494606,17.193598874829558,65.36098190629713,39.48552350810574
140,20.52517999722749,16.779510675724033,66.02163522939746,39.49126065204103
141,21.37600872524829,16.358462283125146,66.4844539415467,39.019382795111454
142,22.27268563006735,15.978015899264886,66.94716122825798,38.547235933378296
143,22.614520092951565,15.102974071071701,67.4185166869573,38.095967605748335
144,23.12315668442727,14.387665197915577,67.86242138790271,37.578427286451515
145,23.898188572301887,13.859342196466535,68.48743894476831,37.49813208023735
146,23.786046155905048,12.934218283134594,69.11961369903531,37.43511587705817
147,23.221389722809242,12.102293904588672,69.56542913273681,36.92218847469521
148,23.20558117561341,11.216943263245033,70.03565253930978,36.46818713146855
149,23.553623470958314,10.315659325415766,70.5,36.0
